chrA	posA	chrB	posB	contactCount	p.value	q.value	interactionID	interactionID_final
2	41475000	17	25455000	6	2.934899e-18	1.252742e-10	interaction_565620	interaction_2058
7	85255000	17	25525000	5	4.208076e-17	9.846206e-10	interaction_565693	interaction_2059
8	4085000	17	26815000	5	1.988566e-16	2.959041e-09	interaction_566377	interaction_2060
8	95825000	17	27375000	5	1.526652e-16	2.446202e-09	interaction_566653	interaction_2061
7	77685000	17	28635000	5	1.941282e-17	5.491792e-10	interaction_567354	interaction_2062
1	72925000	6	152155000	5	2.837105e-16	3.801975e-09	interaction_567604	interaction_2063
1	72975000	4	70965000	5	5.328179e-16	5.863551e-09	interaction_567901	interaction_2064
6	84635000	17	30035000	6	2.31596e-18	1.027561e-10	interaction_568074	interaction_2065
1	73015000	10	45695000	5	6.579487e-16	6.820514e-09	interaction_568110	interaction_2066
6	5305000	17	30775000	5	5.818564e-16	6.252458e-09	interaction_568398	interaction_2067
8	16905000	17	3125000	5	2.377953e-16	3.356443e-09	interaction_568701	interaction_2068
1	73175000	3	80995000	5	1.575322e-16	2.502443e-09	interaction_569074	interaction_2069
17	31715000	19	32185000	5	1.532787e-16	2.452624e-09	interaction_569083	interaction_2070
1	73265000	10	85035000	5	4.323731e-16	5.101613e-09	interaction_569650	interaction_2071
1	73325000	12	15645000	7	6.550543e-21	7.276482e-13	interaction_569966	interaction_2072
17	33775000	20	11005000	5	3.431783e-16	4.344671e-09	interaction_570299	interaction_2073
17	33775000	20	14235000	5	3.206871e-16	4.147975e-09	interaction_570300	interaction_2074
1	73415000	6	14875000	5	8.726897e-17	1.665846e-09	interaction_570607	interaction_2075
6	164245000	17	34405000	6	4.843421e-18	1.873131e-10	interaction_570872	interaction_2076
1	73505000	9	120685000	5	9.988629e-16	9.133231e-09	interaction_571086	interaction_2077
4	39145000	17	36305000	5	4.307715e-16	5.091838e-09	interaction_571818	interaction_2078
2	10565000	17	36535000	5	4.793097e-17	1.082064e-09	interaction_571898	interaction_2079
8	13995000	17	36925000	5	5.399899e-17	1.183692e-09	interaction_572016	interaction_2080
9	18515000	17	37535000	5	2.580091e-17	6.875133e-10	interaction_572271	interaction_2081
2	42985000	17	38235000	5	7.45999e-17	1.489384e-09	interaction_572632	interaction_2082
2	102985000	17	38335000	5	1.736373e-16	2.685179e-09	interaction_572672	interaction_2083
4	60195000	17	38845000	5	7.793184e-16	7.683033e-09	interaction_572950	interaction_2084
3	65095000	17	38885000	5	3.322868e-17	8.24441e-10	interaction_572977	interaction_2085
7	70865000	17	39045000	6	5.073386e-18	1.931284e-10	interaction_573093	interaction_2086
2	114935000	17	39595000	5	3.511851e-16	4.407653e-09	interaction_573455	interaction_2087
2	191855000	17	39635000	5	4.977375e-16	5.621078e-09	interaction_573483	interaction_2088
3	117735000	17	3975000	5	9.132265e-16	8.574114e-09	interaction_573510	interaction_2089
6	33485000	17	40635000	5	1.09325e-17	3.509596e-10	interaction_573846	interaction_2090
4	42865000	17	40895000	5	6.863415e-18	2.450791e-10	interaction_573954	interaction_2091
5	52535000	17	41765000	5	9.494262e-16	8.806638e-09	interaction_574293	interaction_2092
8	97865000	17	41765000	5	3.131119e-16	4.073997e-09	interaction_574295	interaction_2093
17	43055000	20	4935000	5	3.130381e-17	7.912678e-10	interaction_574805	interaction_2094
3	113635000	17	43845000	5	3.263187e-16	4.204302e-09	interaction_575084	interaction_2095
5	12145000	17	44235000	5	2.948684e-16	3.903837e-09	interaction_575329	interaction_2096
7	35285000	17	465000	5	7.110044e-16	7.200494e-09	interaction_575950	interaction_2097
1	74795000	3	80615000	5	5.632795e-16	6.11556e-09	interaction_576908	interaction_2098
17	47965000	18	9785000	6	2.2547e-18	1.00231e-10	interaction_576923	interaction_2099
1	74845000	2	28025000	5	6.831717e-16	7.007514e-09	interaction_577077	interaction_2100
4	143655000	17	49145000	6	7.331347e-18	2.576389e-10	interaction_577470	interaction_2101
17	4945000	18	18705000	5	6.834488e-17	1.406534e-09	interaction_577633	interaction_2102
17	49745000	18	615000	5	2.267949e-16	3.2452e-09	interaction_577849	interaction_2103
4	159855000	17	49755000	5	5.501584e-17	1.198573e-09	interaction_577855	interaction_2104
4	10405000	17	505000	6	1.328575e-16	2.237709e-09	interaction_578074	interaction_2105
3	180705000	17	50425000	5	1.331166e-16	2.239117e-09	interaction_578412	interaction_2106
5	174125000	17	51245000	5	1.506658e-16	2.428197e-09	interaction_579173	interaction_2107
7	49725000	17	51265000	5	3.391835e-16	4.311469e-09	interaction_579189	interaction_2108
4	53155000	17	51465000	5	9.758254e-16	8.978973e-09	interaction_579275	interaction_2109
4	88425000	17	51535000	5	2.458073e-16	3.438374e-09	interaction_579302	interaction_2110
17	52575000	21	38785000	6	5.335767e-20	4.4804e-12	interaction_580207	interaction_2111
6	20105000	17	52665000	5	2.478527e-16	3.459214e-09	interaction_580299	interaction_2112
9	109355000	17	52845000	5	1.222222e-16	2.105504e-09	interaction_580452	interaction_2113
1	75455000	2	21565000	5	7.486923e-17	1.493467e-09	interaction_581624	interaction_2114
17	54585000	20	22855000	5	4.82462e-16	5.498407e-09	interaction_581680	interaction_2115
2	78435000	17	56305000	6	1.779778e-17	5.163473e-10	interaction_582676	interaction_2116
3	127995000	17	56575000	5	9.935682e-17	1.823359e-09	interaction_582892	interaction_2117
6	65745000	17	57025000	5	7.397781e-17	1.482815e-09	interaction_583218	interaction_2118
8	10345000	17	57325000	5	3.435066e-16	4.344671e-09	interaction_583393	interaction_2119
2	145715000	17	58985000	6	7.011773e-17	1.430882e-09	interaction_584237	interaction_2120
2	2255000	17	59505000	5	1.13206e-16	1.998733e-09	interaction_584660	interaction_2121
5	61345000	17	59615000	5	2.091197e-17	5.839021e-10	interaction_584758	interaction_2122
17	59655000	18	435000	6	7.570965e-21	8.250935e-13	interaction_584783	interaction_2123
4	64745000	17	60035000	6	7.525616e-21	8.220947e-13	interaction_585082	interaction_2124
5	27135000	17	60045000	5	1.88921e-16	2.860126e-09	interaction_585100	interaction_2125
7	28535000	17	62165000	6	4.024634e-18	1.613321e-10	interaction_586258	interaction_2126
3	30025000	17	62335000	5	4.694258e-16	5.397761e-09	interaction_586369	interaction_2127
17	6325000	22	37285000	5	2.474476e-16	3.454606e-09	interaction_586755	interaction_2128
1	76365000	8	55015000	5	6.289035e-16	6.602567e-09	interaction_586970	interaction_2129
9	114505000	17	65145000	6	1.743197e-18	8.183279e-11	interaction_588065	interaction_2130
7	42985000	17	65205000	6	8.007147e-20	6.277587e-12	interaction_588104	interaction_2131
17	65285000	18	11175000	5	5.480695e-16	5.991844e-09	interaction_588148	interaction_2132
17	6535000	19	37985000	5	2.136048e-16	3.123052e-09	interaction_588172	interaction_2133
5	172475000	17	65885000	5	3.684554e-16	4.557407e-09	interaction_588447	interaction_2134
6	153535000	17	67145000	5	1.613521e-17	4.783399e-10	interaction_589262	interaction_2135
4	145995000	17	67785000	6	1.303995e-20	1.321656e-12	interaction_589792	interaction_2136
2	29855000	17	68525000	5	1.161002e-16	2.030391e-09	interaction_590437	interaction_2137
7	127335000	17	68565000	5	1.871124e-16	2.841789e-09	interaction_590464	interaction_2138
2	167875000	17	68685000	6	1.767249e-20	1.726028e-12	interaction_590542	interaction_2139
2	202245000	17	68685000	5	8.891451e-16	8.414858e-09	interaction_590543	interaction_2140
17	68875000	19	33395000	6	7.314667e-18	2.574041e-10	interaction_590717	interaction_2141
3	66305000	17	69705000	5	8.302972e-16	8.016561e-09	interaction_591385	interaction_2142
17	70075000	20	215000	6	6.101556e-20	4.962772e-12	interaction_591683	interaction_2143
4	56955000	17	72595000	5	3.08421e-16	4.023181e-09	interaction_592834	interaction_2144
8	21545000	17	72685000	5	5.654309e-16	6.115872e-09	interaction_592886	interaction_2145
4	121075000	17	72805000	6	3.205947e-18	1.347231e-10	interaction_592922	interaction_2146
6	169145000	17	7295000	5	1.128222e-16	1.994249e-09	interaction_592972	interaction_2147
1	77505000	6	68045000	5	5.241573e-16	5.801481e-09	interaction_593648	interaction_2148
2	33225000	17	75135000	5	7.827548e-16	7.6988e-09	interaction_593703	interaction_2149
2	109925000	17	75955000	5	1.922239e-17	5.452237e-10	interaction_594031	interaction_2150
1	77935000	14	76165000	5	6.813614e-16	6.995575e-09	interaction_595416	interaction_2151
8	105785000	17	80855000	5	3.342265e-16	4.274704e-09	interaction_595840	interaction_2152
9	138745000	17	8315000	5	2.558478e-16	3.531723e-09	interaction_596158	interaction_2153
5	44625000	17	8445000	6	5.269565e-20	4.434552e-12	interaction_596286	interaction_2154
1	78635000	15	24295000	5	1.824696e-17	5.260588e-10	interaction_596485	interaction_2155
4	73865000	17	8785000	5	1.895607e-16	2.867177e-09	interaction_596696	interaction_2156
3	193655000	17	8815000	5	4.877421e-16	5.539409e-09	interaction_596741	interaction_2157
1	79105000	3	74715000	5	1.100291e-16	1.960523e-09	interaction_597061	interaction_2158
1	79225000	6	154545000	6	3.699028e-16	4.566733e-09	interaction_597167	interaction_2159
9	25525000	17	9785000	5	5.633171e-16	6.11556e-09	interaction_598013	interaction_2160
17	9835000	20	35865000	5	1.493037e-17	4.534099e-10	interaction_598072	interaction_2161
1	80195000	8	138985000	5	3.73594e-16	4.598755e-09	interaction_598449	interaction_2162
1	80745000	8	1365000	5	1.972343e-16	2.941396e-09	interaction_598990	interaction_2163
18	10035000	21	39385000	6	5.862517e-20	4.791785e-12	interaction_599255	interaction_2164
1	81035000	18	21005000	5	4.01087e-16	4.852951e-09	interaction_599425	interaction_2165
18	11525000	19	4415000	6	9.125513e-18	3.052814e-10	interaction_600275	interaction_2166
18	11965000	22	47455000	5	6.997609e-17	1.428624e-09	interaction_600510	interaction_2167
4	36915000	18	12705000	5	1.311431e-16	2.217746e-09	interaction_600916	interaction_2168
6	129325000	18	12795000	5	7.643283e-16	7.575753e-09	interaction_600971	interaction_2169
5	115755000	18	1295000	5	2.238937e-16	3.219371e-09	interaction_601057	interaction_2170
8	49785000	18	12985000	5	7.815517e-16	7.695176e-09	interaction_601099	interaction_2171
1	81315000	20	60705000	5	1.563959e-16	2.488681e-09	interaction_601187	interaction_2172
4	100405000	18	13125000	5	8.315287e-17	1.60859e-09	interaction_601221	interaction_2173
8	108825000	18	13535000	5	2.256626e-16	3.235719e-09	interaction_601467	interaction_2174
2	44795000	18	13585000	7	5.671246e-21	6.423568e-13	interaction_601487	interaction_2175
9	13195000	18	1485000	5	4.494977e-17	1.029892e-09	interaction_601998	interaction_2176
2	194445000	18	14925000	5	1.04808e-15	9.456948e-09	interaction_602034	interaction_2177
1	81855000	2	232185000	5	1.11419e-15	9.868528e-09	interaction_602656	interaction_2178
3	90235000	18	18585000	5	5.863322e-16	6.285901e-09	interaction_602724	interaction_2179
8	144585000	18	19445000	5	1.939603e-17	5.491792e-10	interaction_603256	interaction_2180
1	82085000	7	114915000	5	8.611786e-16	8.232966e-09	interaction_604148	interaction_2181
18	20975000	19	30475000	5	3.221594e-16	4.16118e-09	interaction_604230	interaction_2182
8	101875000	18	21055000	5	2.911346e-16	3.865506e-09	interaction_604308	interaction_2183
18	21105000	21	11045000	5	3.922068e-16	4.771806e-09	interaction_604329	interaction_2184
4	47335000	18	21285000	6	2.75759e-19	1.746187e-11	interaction_604413	interaction_2185
18	21855000	20	15545000	5	4.490996e-17	1.029492e-09	interaction_604806	interaction_2186
3	172175000	18	21905000	6	1.550696e-19	1.104879e-11	interaction_604831	interaction_2187
6	27815000	18	21915000	5	1.872817e-16	2.842778e-09	interaction_604865	interaction_2188
4	180435000	18	2255000	5	1.408394e-16	2.316291e-09	interaction_605248	interaction_2189
3	52525000	18	22535000	5	7.803895e-16	7.68866e-09	interaction_605282	interaction_2190
3	158755000	18	23395000	5	8.268704e-17	1.602298e-09	interaction_605906	interaction_2191
18	24125000	20	37345000	5	2.19994e-17	6.084729e-10	interaction_606436	interaction_2192
5	144365000	18	24225000	5	2.796411e-16	3.764952e-09	interaction_606489	interaction_2193
1	82575000	12	55855000	5	7.870071e-16	7.725788e-09	interaction_607650	interaction_2194
6	15785000	18	25945000	5	1.100975e-15	9.79428e-09	interaction_607861	interaction_2195
8	34565000	18	25965000	5	6.257618e-17	1.320127e-09	interaction_607874	interaction_2196
6	138455000	18	26005000	5	6.173151e-17	1.307196e-09	interaction_607895	interaction_2197
1	8265000	2	69525000	6	2.268376e-19	1.487483e-11	interaction_607928	interaction_2198
7	37035000	18	26875000	6	2.219197e-18	9.903481e-11	interaction_608656	interaction_2199
7	1835000	18	26905000	5	9.836798e-16	9.033769e-09	interaction_608686	interaction_2200
6	74675000	18	27235000	5	3.559789e-16	4.448441e-09	interaction_608972	interaction_2201
1	82775000	8	58105000	5	5.562992e-16	6.054033e-09	interaction_609364	interaction_2202
6	33635000	18	28225000	5	2.641936e-17	6.995451e-10	interaction_609820	interaction_2203
1	82835000	5	103035000	6	2.629795e-17	6.975323e-10	interaction_609884	interaction_2204
6	124595000	18	28425000	5	7.40776e-16	7.407612e-09	interaction_609980	interaction_2205
8	55535000	18	28655000	6	8.29455e-19	4.43072e-11	interaction_610196	interaction_2206
1	82895000	6	107235000	5	8.486998e-18	2.893808e-10	interaction_610368	interaction_2207
7	101335000	18	28965000	5	7.75857e-16	7.657794e-09	interaction_610411	interaction_2208
2	140465000	18	29045000	5	2.587267e-16	3.555294e-09	interaction_610475	interaction_2209
3	193755000	18	29685000	5	3.541845e-16	4.434243e-09	interaction_610825	interaction_2210
2	136435000	18	29865000	5	6.405498e-18	2.317799e-10	interaction_610957	interaction_2211
9	108615000	18	29865000	5	1.423995e-16	2.331966e-09	interaction_610961	interaction_2212
8	66085000	18	30165000	5	6.324224e-16	6.619426e-09	interaction_611186	interaction_2213
7	85195000	18	31175000	5	4.064131e-16	4.900672e-09	interaction_612027	interaction_2214
18	31395000	22	48275000	5	4.056089e-17	9.57409e-10	interaction_612178	interaction_2215
4	4595000	18	3145000	5	2.697377e-16	3.66156e-09	interaction_612219	interaction_2216
3	171335000	18	32195000	5	6.293065e-16	6.60379e-09	interaction_612848	interaction_2217
4	100755000	18	33455000	5	3.112792e-16	4.053583e-09	interaction_613750	interaction_2218
5	103375000	18	33665000	6	1.915164e-22	3.245857e-14	interaction_613898	interaction_2219
6	21795000	18	33745000	5	1.409285e-16	2.316931e-09	interaction_613929	interaction_2220
5	7985000	18	3395000	7	5.54934e-20	4.61768e-12	interaction_614025	interaction_2221
3	13875000	18	34095000	5	2.993873e-16	3.942153e-09	interaction_614149	interaction_2222
18	34635000	21	43315000	6	5.950683e-22	8.964739e-14	interaction_614506	interaction_2223
1	83515000	5	101195000	5	3.063701e-17	7.80759e-10	interaction_614752	interaction_2224
1	83525000	6	25915000	6	5.902194e-18	2.169742e-10	interaction_614796	interaction_2225
3	89375000	18	35615000	6	9.647612e-18	3.18586e-10	interaction_615046	interaction_2226
9	2725000	18	35845000	5	8.058977e-16	7.854365e-09	interaction_615222	interaction_2227
18	36845000	22	37265000	5	1.110645e-15	9.842311e-09	interaction_615848	interaction_2228
6	135825000	18	37415000	5	6.776573e-16	6.968409e-09	interaction_616271	interaction_2229
18	3785000	20	6945000	6	2.493005e-18	1.093485e-10	interaction_616545	interaction_2230
8	134045000	18	38135000	5	6.323263e-16	6.619426e-09	interaction_616753	interaction_2231
4	138155000	18	38885000	5	8.73335e-16	8.308408e-09	interaction_617270	interaction_2232
18	39395000	20	2075000	6	5.052611e-19	2.911944e-11	interaction_617605	interaction_2233
4	155000	18	39795000	5	6.180226e-16	6.525487e-09	interaction_617902	interaction_2234
5	41135000	18	39945000	6	1.602822e-18	7.627168e-11	interaction_618027	interaction_2235
18	40055000	20	30695000	5	3.156184e-16	4.095871e-09	interaction_618099	interaction_2236
2	203615000	18	40195000	5	1.444559e-16	2.356434e-09	interaction_618211	interaction_2237
3	65125000	18	41265000	5	2.803376e-16	3.769925e-09	interaction_619122	interaction_2238
2	16665000	18	41285000	6	3.588528e-16	4.473441e-09	interaction_619135	interaction_2239
1	84145000	11	131015000	5	5.21454e-17	1.152375e-09	interaction_619222	interaction_2240
3	19005000	18	41705000	5	1.732406e-17	5.084835e-10	interaction_619426	interaction_2241
18	41875000	19	21655000	5	7.901603e-16	7.751158e-09	interaction_619581	interaction_2242
9	73725000	18	42365000	5	3.016613e-16	3.96304e-09	interaction_619858	interaction_2243
4	41705000	18	43745000	5	1.088881e-15	9.709171e-09	interaction_620800	interaction_2244
1	84395000	4	32275000	5	7.310394e-16	7.349042e-09	interaction_620914	interaction_2245
7	24235000	18	4405000	6	7.714584e-20	6.110571e-12	interaction_620972	interaction_2246
2	61065000	18	44205000	5	3.661255e-16	4.537686e-09	interaction_621108	interaction_2247
1	84425000	5	150265000	5	5.447345e-16	5.964788e-09	interaction_621121	interaction_2248
6	150015000	18	44495000	6	3.829184e-18	1.552523e-10	interaction_621267	interaction_2249
1	84525000	11	37055000	5	1.108886e-15	9.831529e-09	interaction_621687	interaction_2250
18	47445000	22	17215000	5	6.195029e-16	6.533634e-09	interaction_623115	interaction_2251
3	32615000	18	47465000	5	1.493326e-17	4.534099e-10	interaction_623133	interaction_2252
4	114065000	18	48185000	6	1.488622e-17	4.523671e-10	interaction_623598	interaction_2253
4	188615000	18	48365000	6	2.22589e-19	1.472188e-11	interaction_623681	interaction_2254
18	4855000	21	14355000	6	9.972473e-18	3.274372e-10	interaction_623762	interaction_2255
1	84875000	7	103435000	5	6.089452e-16	6.448843e-09	interaction_623879	interaction_2256
4	85445000	18	49045000	5	1.258329e-16	2.152424e-09	interaction_624055	interaction_2257
9	104045000	18	49205000	5	8.277836e-16	7.999482e-09	interaction_624143	interaction_2258
